component	emission	unit	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021
domestic_footprint	Biomass CO2	kt	1749.6848537092778	1704.1883280354584	1226.9005787617648	1385.3432412741138	1627.347914853412	1983.4940990058733	1831.6129021283884	2171.458364419408	1883.6021221653189	1903.299463454536
footprint_gross_exports	Biomass CO2	kt	3163.887615585984	3012.007798082634	2391.3102389155592	2557.57509602588	2529.034601677998	2721.114020259597	2860.879441343377	2899.416626302281	2890.1897205649225	3650.932872897351
footprint_gross_imports	Biomass CO2	kt	8178.287471940201	8371.5606962811	7799.330594119384	7727.745627981789	7704.511389991554	8290.00002864645	9073.061964396651	8939.585387092293	7811.888154202145	10828.305000713315
household_totals	Biomass CO2	kt	2585.0088388	2092.6078147	1828.1770565	1957.4467269	2130.3648906	2458.8663439	2258.6064281	2217.577391	2289.8823844	2505.1195629
import_footprint	Biomass CO2	kt	6374.837437444941	6568.841577163007	6053.34346544206	5880.284726581796	5905.952157760144	6440.664891580978	7140.455110724889	6970.778021370603	5906.612395271904	8306.750482061432
production_account	Biomass CO2	kt	3110.1224348	2913.477007	1872.223689	2095.4574359000003	2357.8232843	2855.2729822	2759.8854898	3102.067625	2868.5160838	3032.6778177
production_account_with_households	Biomass CO2	kt	5695.1312736	5006.0848217	3700.4007455	4052.9041628	4488.1881749	5314.1393261	5018.4919179	5319.645016	5158.3984682	5537.7973806
total_footprint	Biomass CO2	kt	8124.52229115422	8273.029905198466	7280.244044203825	7265.627967855909	7533.300072613556	8424.158990586851	8972.068012853277	9142.23638579001	7790.214517437223	10210.049945515968
total_footprint_with_households	Biomass CO2	kt	10709.53112995422	10365.637719898466	9108.421100703825	9223.07469475591	9663.664963213556	10883.02533448685	11230.674440953277	11359.813776790012	10080.096901837223	12715.169508415967
